ticket_id,device_brand,device_model,issue_category,intake_date,finish_date,repair_status,technician_name,parts_cost,labor_cost,payment_method,warranty_provided
679,Huawei,Huawei Y9 (2019),Troubleshooting,2025-05-02,,Diagnosing,Katha Buttner,7449.0,1179,,True
680,alcatel,alcatel Pixi 4 (6),Troubleshooting,2025-05-12,,Diagnosing,Rollin Wherry,1447.0,740,,False
681,HP,HP iPAQ hw6915,Maintenance,2025-05-10,2025-05-18,Unrepairable,Abran Scrimshire,0.0,334,,True
682,Nokia,Nokia 5000,Diagnostic,2025-11-28,2025-12-12,Completed,Rollin Wherry,7798.0,2174,Debit Card,True
683,LG,LG G7 ThinQ,Diagnostic,2025-12-22,,Diagnosing,Abran Scrimshire,15182.0,1976,,True
684,Sony,Sony Ericsson Z600,Troubleshooting,2025-05-23,,Received,,12187.0,2969,,True
685,Nokia,Nokia N77,Hardware Failure,2025-06-19,,Repairing,Jessi Trinder,9400.0,1808,,True
686,Cat,Cat B15 Q,Hardware Failure,2025-06-09,,Received,,16536.0,1288,,True
687,BLU,BLU Energy Diamond,Maintenance,2025-08-09,,Waiting on Parts,Dylan Cornwell,11227.0,889,,True
688,BLU,BLU Energy X Plus 2,Maintenance,2025-07-20,,Received,,11550.0,2345,,False
689,Samsung,Samsung Galaxy Tab S 8.4,Diagnostic,2025-05-01,,Diagnosing,Calhoun Taye,4751.0,1053,,False
690,Sony,Sony Xperia Z4 Compact,Environmental Damage,2025-12-25,2025-12-30,Ready for Pickup,Randal O'Conor,7376.0,2053,Credit Card,True
691,Motorola,Motorola Defy Mini XT320,Maintenance,2025-11-02,,Waiting on Parts,Randal O'Conor,,941,,False
692,Oppo,Oppo Neo 7,Maintenance,2025-08-27,,Repairing,Tedda Bewlie,14371.0,1897,,False
693,Nokia,Nokia 3128,Software Issue,2025-06-30,,Waiting on Parts,Randal O'Conor,0.0,1469,,True
694,Nokia,Nokia 6555,Maintenance,2025-07-15,2025-07-22,Unrepairable,Chrissy Rudsdell,0.0,505,,False
695,alcatel,alcatel OT-E201,Software Issue,2025-07-13,,Diagnosing,Walsh Bartolomeotti,0.0,2618,,True
696,Samsung,Samsung S8600 Wave 3,Hardware Failure,2026-03-31,,Received,,7918.0,643,,False
697,LG,LG Optimus Net Dual,Hardware Failure,2025-10-31,2025-11-07,Completed,Randal O'Conor,,2139,PayPal,True
698,Sony,Sony Xperia TX,Troubleshooting,2026-01-18,,Received,Tedda Bewlie,3506.0,806,,False
699,Motorola,Motorola BACKFLIP,Diagnostic,2026-02-27,2026-03-09,Ready for Pickup,Florance Cartmill,10606.0,860,PayPal,True
700,NIU,NIU Tek 4D2,Maintenance,2025-07-07,,Diagnosing,Katha Buttner,18154.0,1020,,True
701,alcatel,alcatel 1L (2021),Hardware Failure,2025-09-23,,Waiting on Parts,Florance Cartmill,11416.0,2824,,False
702,Chea,Chea 178,Software Issue,2026-02-17,2026-02-19,Completed,Katha Buttner,0.0,627,Cash,False
703,Panasonic,Panasonic X68/X77,Maintenance,2026-01-13,2026-01-24,Ready for Pickup,Osbourne O'Connolly,7312.0,1038,Cash,True
704,Micromax,Micromax Canvas Selfie 2 Q340,Diagnostic,2025-08-09,2025-08-12,Completed,Osbourne O'Connolly,16873.0,2392,PayPal,False
705,Ericsson,Ericsson GF 768,Diagnostic,2026-03-01,,Received,,18065.0,1576,,True
706,Gionee,Gionee K30 Pro,Troubleshooting,2025-12-25,2026-01-01,Unrepairable,Chrissy Rudsdell,0.0,380,,False
707,Sharp,Sharp Aquos R2,Software Issue,2026-04-19,,Repairing,Chrissy Rudsdell,0.0,726,,True
708,BLU,BLU Studio G LTE,Hardware Failure,2025-05-02,,Waiting on Parts,Jessi Trinder,,1038,,True
709,Samsung,Samsung Ativ Tab P8510,Troubleshooting,2025-05-01,,Received,,1072.0,2916,,True
710,Meizu,Meizu M3s,Hardware Failure,2025-10-27,,Diagnosing,Rollin Wherry,2100.0,1419,,False
711,Spice,Spice Mi-491 Stellar Virtuoso Pro,Diagnostic,2025-05-17,,Diagnosing,Dylan Cornwell,,1804,,True
712,Wiko,Wiko View Prime,Troubleshooting,2026-02-10,2026-02-20,Ready for Pickup,Lorilyn Lofty,5964.0,2384,Cash,True
713,Maxwest,Maxwest Orbit 330G,Diagnostic,2025-11-07,2025-11-17,Ready for Pickup,Jessi Trinder,12899.0,1985,Cash,True
714,Orange,Orange Sydney,Software Issue,2025-10-27,,Repairing,Opalina Jeannesson,0.0,1697,,False
715,BLU,BLU Tattoo,Environmental Damage,2025-09-29,,Diagnosing,Roseanne Piddlesden,17806.0,2840,,True
716,LG,LG Optimus 3D Max P720,Troubleshooting,2026-01-01,2026-01-15,Ready for Pickup,Idalia Coomer,9677.0,1793,Maya,True
717,Samsung,Samsung Gear Sport,Troubleshooting,2025-05-31,2025-06-10,Completed,Tessy Blei,3095.0,1885,PayPal,False
718,Siemens,Siemens S65,Environmental Damage,2026-03-20,2026-04-01,Completed,Abran Scrimshire,10580.0,2861,Cash,False
719,Lenovo,Lenovo A316i,Troubleshooting,2026-02-21,2026-03-02,Ready for Pickup,Idalia Coomer,11586.0,2984,Credit Card,True
720,Maxwest,Maxwest Orbit 3000,Diagnostic,2026-01-31,2026-02-14,Completed,Calhoun Taye,8145.0,2716,GCash,False
721,Tecno,Tecno Camon X Pro,Troubleshooting,2025-07-08,2025-07-14,Completed,Opalina Jeannesson,11924.0,1331,Debit Card,False
722,Samsung,Samsung Galaxy Xcover 4,Environmental Damage,2025-10-21,,Diagnosing,Walsh Bartolomeotti,2956.0,605,,False
723,Allview,Allview X2 Xtreme,Maintenance,2025-12-04,,Diagnosing,Walsh Bartolomeotti,14599.0,2408,,True
724,Sagem,Sagem MY V-65,Software Issue,2025-12-10,,Repairing,Randal O'Conor,0.0,2290,,False
725,Ulefone,Ulefone Note 7,Troubleshooting,2025-09-22,,Repairing,Tedda Bewlie,10122.0,845,,False
726,verykool,verykool i130,Troubleshooting,2025-11-30,2025-12-02,Unrepairable,Abran Scrimshire,0.0,719,,False
727,ZTE,ZTE S213,Hardware Failure,2026-01-11,2026-01-13,Completed,Katha Buttner,15508.0,1257,Cash,False
728,Plum,Plum Tingle,Hardware Failure,2026-04-05,2026-04-18,Unrepairable,Lorilyn Lofty,0.0,349,,True
729,Huawei,Huawei Enjoy 20 Pro,Hardware Failure,2026-02-18,,Repairing,Florance Cartmill,19065.0,2785,,True
730,Micromax,Micromax Canvas Evok Power Q4260,Hardware Failure,2025-08-27,,Repairing,Abran Scrimshire,11180.0,2280,,False
731,Maxwest,Maxwest Astro 4.5,Troubleshooting,2025-06-20,2025-07-03,Ready for Pickup,Osbourne O'Connolly,10504.0,1507,PayPal,True
732,HTC,HTC Ozone,Diagnostic,2025-08-31,,Repairing,Tessa Lumbley,8193.0,2214,,True
733,Google,Google Pixel 4,Maintenance,2025-12-05,,Diagnosing,Walsh Bartolomeotti,17442.0,1731,,True
734,Huawei,Huawei T158,Maintenance,2026-04-29,2026-05-01,Completed,Walsh Bartolomeotti,13814.0,2653,Maya,True
735,Samsung,Samsung Galaxy A50s,Software Issue,2025-10-12,,Repairing,Idalia Coomer,0.0,2418,,False
736,Coolpad,Coolpad Note 3 Lite,Hardware Failure,2026-03-08,,Received,Idalia Coomer,9675.0,637,,False
737,Toshiba,Toshiba Thrive 7,Maintenance,2026-01-05,,Repairing,Tessy Blei,,1204,,False
738,LG,LG Cookie WiFi T310i,Diagnostic,2025-12-26,,Waiting on Parts,Calhoun Taye,3009.0,1364,,False
739,Philips,Philips 639,Environmental Damage,2025-12-16,,Waiting on Parts,Idalia Coomer,,2830,,True
740,Samsung,Samsung T401G,Hardware Failure,2025-05-12,,Repairing,Chrissy Rudsdell,14899.0,2141,,False
741,Celkon,Celkon A66,Troubleshooting,2026-03-17,2026-03-19,Unrepairable,Selene Clace,0.0,659,,False
742,Samsung,Samsung E840,Environmental Damage,2025-07-26,,Received,Osbourne O'Connolly,,2845,,False
743,Samsung,Samsung D730,Diagnostic,2025-08-16,2025-08-30,Ready for Pickup,Walsh Bartolomeotti,2961.0,2710,GCash,True
744,Nokia,Nokia 9.3 PureView,Hardware Failure,2025-09-09,,Waiting on Parts,Idalia Coomer,18088.0,2817,,True
745,Oppo,Oppo A52,Hardware Failure,2025-10-20,2025-10-30,Unrepairable,Randal O'Conor,0.0,687,,False
746,Panasonic,Panasonic Eluga Power,Diagnostic,2025-05-31,,Repairing,Walsh Bartolomeotti,13217.0,2242,,False
747,alcatel,alcatel 2000,Maintenance,2025-08-19,,Received,,15428.0,1753,,True
748,Motorola,Motorola Moto G Dual SIM (3rd gen),Software Issue,2026-01-16,2026-01-17,Ready for Pickup,Juliana Cleminson,0.0,1584,,False
749,Sony,Sony Ericsson K550im,Diagnostic,2026-01-31,2026-02-14,Ready for Pickup,Dylan Cornwell,874.0,1504,,False
750,QMobile,QMobile Noir E2,Environmental Damage,2026-02-11,2026-02-14,Completed,Osbourne O'Connolly,11391.0,2954,PayPal,True
751,BQ,BQ Aquaris X Pro,Diagnostic,2025-06-03,2025-06-10,Ready for Pickup,Chrissy Rudsdell,2538.0,1034,Cash,False
752,Samsung,Samsung Propel Pro,Diagnostic,2026-04-27,,Received,Walsh Bartolomeotti,7427.0,1242,,True
753,Apple,Apple iPad 2 Wi-Fi,Diagnostic,2026-02-15,2026-02-28,Unrepairable,Jessi Trinder,0.0,301,,True
754,Samsung,Samsung Guru Dual 26,Maintenance,2025-10-31,,Waiting on Parts,Rollin Wherry,15875.0,959,,False
755,Icemobile,Icemobile Tropical 3,Maintenance,2025-08-13,,Diagnosing,Selene Clace,4497.0,2132,,True
756,Samsung,Samsung Z600,Troubleshooting,2025-10-18,,Repairing,Abran Scrimshire,3066.0,2345,,True
757,Wiko,Wiko Pulp,Environmental Damage,2025-07-16,,Waiting on Parts,Selene Clace,,1663,,True
758,Spice,Spice Mi-498 Dream Uno,Diagnostic,2025-12-22,2026-01-04,Completed,Roseanne Piddlesden,4434.0,671,Debit Card,False
759,NEC,NEC e525,Hardware Failure,2025-08-17,,Diagnosing,Abran Scrimshire,9046.0,2348,,False
760,Philips,Philips Azalis 268,Maintenance,2025-06-27,,Diagnosing,Calhoun Taye,,1425,,True
761,Xiaomi,Xiaomi Redmi 10X Pro 5G,Environmental Damage,2026-01-11,,Received,Tessa Lumbley,11968.0,2583,,False
762,Acer,Acer Iconia Tab A3-A20,Software Issue,2025-08-17,2025-08-30,Unrepairable,Katha Buttner,0.0,689,,True
763,Motorola,Motorola Moto G 4G Dual SIM (2nd gen),Software Issue,2025-07-11,,Repairing,Rollin Wherry,0.0,1311,,False
764,ZTE,ZTE Blade Force,Environmental Damage,2025-05-28,,Diagnosing,Osbourne O'Connolly,15545.0,999,,False
765,Samsung,Samsung J630,Software Issue,2025-10-01,,Received,Opalina Jeannesson,0.0,962,,False
766,QMobile,QMobile Noir X800,Software Issue,2025-09-02,,Waiting on Parts,Calhoun Taye,0.0,1104,,True
767,Sharp,Sharp TM100,Environmental Damage,2025-10-30,,Waiting on Parts,Juliana Cleminson,17558.0,730,,False
768,Ulefone,Ulefone Watch Pro,Diagnostic,2025-11-20,,Waiting on Parts,Walsh Bartolomeotti,17952.0,2666,,False
769,Motorola,Motorola WX160,Diagnostic,2026-02-07,,Received,,,1115,,False
770,Apple,Apple iPad 3 Wi-Fi,Maintenance,2026-02-09,,Diagnosing,Walsh Bartolomeotti,,1215,,False
771,alcatel,alcatel OT-E159,Diagnostic,2025-09-01,,Diagnosing,Tessy Blei,15109.0,952,,True
772,NEC,NEC N630,Diagnostic,2026-04-28,,Repairing,Walsh Bartolomeotti,8747.0,2190,,False
773,Lenovo,Lenovo S60,Software Issue,2025-11-20,,Repairing,Florance Cartmill,0.0,2395,,False
774,Sony,Sony Ericsson S700,Environmental Damage,2025-05-05,2025-05-09,Unrepairable,Florance Cartmill,0.0,353,,False
775,ZTE,ZTE F107,Environmental Damage,2026-03-26,,Diagnosing,Abran Scrimshire,9969.0,2052,,False
776,Samsung,Samsung P300,Environmental Damage,2025-10-31,,Waiting on Parts,Roseanne Piddlesden,14343.0,1393,,False
777,Samsung,Samsung Galaxy S5 Duos,Software Issue,2026-04-16,2026-04-24,Completed,Chrissy Rudsdell,0.0,1401,,True
778,ZTE,ZTE F912,Troubleshooting,2025-10-05,,Repairing,Rollin Wherry,13190.0,2313,,True
779,alcatel,alcatel One Touch T10,Diagnostic,2026-01-09,2026-01-10,Unrepairable,Opalina Jeannesson,0.0,405,,True
780,Micromax,Micromax Canvas Tab P666,Troubleshooting,2026-02-18,,Repairing,Jessi Trinder,7787.0,1478,,True
781,Archos,Archos Diamond Alpha +,Hardware Failure,2026-04-12,,Repairing,Dylan Cornwell,,2463,,False
782,Maxon,Maxon MX-7920,Diagnostic,2026-02-27,2026-03-07,Ready for Pickup,Tessa Lumbley,2703.0,538,Credit Card,False
783,Wiko,Wiko Lenny3,Troubleshooting,2025-12-22,,Waiting on Parts,Tessy Blei,12298.0,1569,,False
784,Celkon,Celkon C605,Hardware Failure,2025-06-30,,Diagnosing,Calhoun Taye,18235.0,690,,True
785,Sony,Sony Ericsson Z610,Software Issue,2025-11-13,,Diagnosing,Dylan Cornwell,0.0,634,,True
786,vivo,vivo NEX S,Hardware Failure,2026-03-22,,Waiting on Parts,Jessi Trinder,5157.0,795,,True
787,Xiaomi,Xiaomi Mi 2S,Environmental Damage,2025-05-19,2025-05-25,Unrepairable,Lorilyn Lofty,0.0,559,,True
788,Celkon,Celkon Campus Prime,Software Issue,2026-04-18,,Received,Dylan Cornwell,0.0,1837,,False
789,Motorola,Motorola PEBL U3,Maintenance,2025-12-08,2025-12-11,Ready for Pickup,Dylan Cornwell,13116.0,2474,PayPal,False
790,Sharp,Sharp AQUOS  941SH,Troubleshooting,2025-07-27,2025-08-09,Unrepairable,Tedda Bewlie,0.0,609,,False
791,Lenovo,Lenovo A328,Software Issue,2026-02-07,,Diagnosing,Katha Buttner,0.0,2054,,True
792,Allview,Allview P6 Stony,Maintenance,2026-02-26,,Waiting on Parts,Randal O'Conor,15745.0,1286,,False
793,vivo,vivo S1 Prime,Diagnostic,2026-02-27,2026-03-02,Ready for Pickup,Opalina Jeannesson,9849.0,2617,PayPal,False
794,Siemens,Siemens A70,Hardware Failure,2025-10-14,,Received,,5099.0,1016,,False
795,Spice,Spice Mi-410,Software Issue,2025-09-13,2025-09-22,Unrepairable,Chrissy Rudsdell,0.0,776,,False
796,alcatel,alcatel OT-308,Hardware Failure,2025-11-07,2025-11-21,Completed,Florance Cartmill,13009.0,654,PayPal,False
797,Motorola,Motorola Moto Z3 Play,Troubleshooting,2025-12-28,,Diagnosing,Jessi Trinder,,1146,,False
798,LG,LG KF300,Software Issue,2025-11-10,,Waiting on Parts,Katha Buttner,0.0,2141,,True
799,Samsung,Samsung Galaxy Tab Active LTE,Hardware Failure,2025-07-31,,Repairing,Dylan Cornwell,16531.0,1556,,False
800,Nokia,Nokia C5-05,Hardware Failure,2025-06-28,,Repairing,Tessy Blei,12555.0,2761,,True
801,Lenovo,Lenovo Tab M8 (FHD),Maintenance,2025-12-13,,Diagnosing,Tessa Lumbley,7955.0,2917,,False
802,ZTE,ZTE Grand X LTE T82,Troubleshooting,2025-06-17,2025-06-23,Ready for Pickup,Randal O'Conor,6652.0,2221,,True
803,Nokia,Nokia 5610 XpressMusic,Environmental Damage,2025-11-19,2025-11-30,Completed,Katha Buttner,3918.0,517,Credit Card,True
804,Huawei,Huawei MediaPad M5 lite,Troubleshooting,2026-03-08,2026-03-22,Unrepairable,Walsh Bartolomeotti,0.0,490,,True
805,Allview,Allview Viva Q8,Diagnostic,2025-10-30,,Diagnosing,Dylan Cornwell,,655,,True
806,Plum,Plum Hammer,Software Issue,2025-08-25,2025-08-31,Ready for Pickup,Abran Scrimshire,0.0,1366,,True
807,Xiaomi,Xiaomi Mi Note 3,Hardware Failure,2025-10-11,2025-10-20,Unrepairable,Dylan Cornwell,0.0,701,,False
808,LG,LG Axis,Hardware Failure,2025-06-09,2025-06-19,Unrepairable,Chrissy Rudsdell,0.0,517,,False
809,Philips,Philips X623,Maintenance,2025-12-19,2026-01-02,Completed,Tessy Blei,,1190,,True
810,Motorola,Motorola VE75,Environmental Damage,2025-09-28,,Waiting on Parts,Walsh Bartolomeotti,15337.0,881,,False
811,Xiaomi,Xiaomi Redmi Note 9,Hardware Failure,2025-08-31,,Diagnosing,Randal O'Conor,,1824,,False
812,Honor,Honor Note 8,Maintenance,2026-04-05,2026-04-09,Unrepairable,Florance Cartmill,0.0,343,,False
813,Samsung,Samsung Galaxy S20+ 5G,Troubleshooting,2025-06-24,,Waiting on Parts,Chrissy Rudsdell,661.0,643,,False
814,Modu,Modu Shiny jacket,Environmental Damage,2025-07-25,,Received,,19352.0,1024,,True
815,Spice,Spice S-7000,Software Issue,2025-07-01,,Diagnosing,Roseanne Piddlesden,0.0,835,,True
816,Vodafone,Vodafone 1231,Software Issue,2026-04-08,,Repairing,Jessi Trinder,0.0,2750,,True
817,BlackBerry,BlackBerry Bold Touch 9930,Software Issue,2025-07-11,2025-07-19,Ready for Pickup,Dylan Cornwell,0.0,1437,PayPal,False
818,Celkon,Celkon Campus Buddy A404,Environmental Damage,2025-12-04,,Waiting on Parts,Katha Buttner,2282.0,1204,,True
819,Motorola,Motorola Moto G Stylus (2021),Hardware Failure,2025-06-11,2025-06-17,Completed,Chrissy Rudsdell,15594.0,2371,PayPal,True
820,LG,LG Watch Style,Software Issue,2025-05-14,2025-05-17,Completed,Tessa Lumbley,0.0,2497,Debit Card,True
821,Motorola,Motorola V66i,Software Issue,2025-11-27,,Repairing,Lorilyn Lofty,0.0,1769,,False
822,HTC,HTC One M8s,Diagnostic,2025-11-05,,Received,,17780.0,1341,,True
823,Wiko,Wiko View,Diagnostic,2026-02-11,2026-02-14,Unrepairable,Abran Scrimshire,0.0,461,,False
824,Apple,Apple iPhone X,Environmental Damage,2025-12-30,2026-01-13,Completed,Roseanne Piddlesden,15874.0,2736,Credit Card,False
825,Wiko,Wiko Highway Signs,Hardware Failure,2026-02-14,2026-02-23,Completed,Walsh Bartolomeotti,17043.0,799,Cash,True
826,Toshiba,Toshiba TS921,Diagnostic,2025-11-15,,Diagnosing,Lorilyn Lofty,10187.0,2411,,True
827,Motorola,Motorola Moto 360 42mm (2nd gen),Environmental Damage,2026-03-31,,Diagnosing,Idalia Coomer,14414.0,2018,,False
828,Motorola,Motorola V191,Diagnostic,2025-11-12,2025-11-20,Completed,Dylan Cornwell,,1608,,True
829,Samsung,Samsung M2710 Beat Twist,Hardware Failure,2025-12-21,,Diagnosing,Jessi Trinder,15437.0,2428,,True
830,Panasonic,Panasonic T50,Software Issue,2025-07-24,2025-08-01,Completed,Randal O'Conor,0.0,984,GCash,True
831,LG,LG Wine Smart,Software Issue,2025-05-21,,Waiting on Parts,Katha Buttner,0.0,1881,,False
832,Micromax,Micromax A59 Bolt,Maintenance,2025-07-20,2025-07-31,Ready for Pickup,Calhoun Taye,6813.0,2270,GCash,True
833,Xiaomi,Xiaomi Mi A3,Hardware Failure,2026-03-24,2026-04-05,Ready for Pickup,Randal O'Conor,7476.0,2027,GCash,True
834,Sony,Sony Ericsson Z770,Environmental Damage,2026-02-21,2026-03-04,Unrepairable,Osbourne O'Connolly,0.0,501,,True
835,Meizu,Meizu 15,Environmental Damage,2026-03-02,,Diagnosing,Lorilyn Lofty,14785.0,2848,,True
836,Motorola,Motorola A835,Diagnostic,2025-06-16,,Diagnosing,Dylan Cornwell,8424.0,1332,,False
837,Celkon,Celkon A118,Software Issue,2026-01-22,,Received,,0.0,1602,,True
838,HP,HP 7 Plus,Environmental Damage,2026-02-17,,Repairing,Rollin Wherry,12953.0,1321,,True
839,verykool,verykool i129,Environmental Damage,2026-03-03,,Received,,15058.0,1279,,False
840,BLU,BLU Studio X8 HD,Diagnostic,2026-04-16,,Received,Rollin Wherry,8990.0,2503,,True
841,ZTE,ZTE R228,Diagnostic,2026-02-12,,Received,Roseanne Piddlesden,9924.0,907,,False
842,Philips,Philips T539,Maintenance,2025-06-16,,Received,,5390.0,1027,,True
843,Samsung,Samsung Galaxy Note10+,Diagnostic,2025-07-13,,Diagnosing,Calhoun Taye,11578.0,1355,,False
844,HTC,HTC Sensation XL,Maintenance,2026-03-31,,Repairing,Florance Cartmill,1884.0,2039,,True
845,i-mobile,i-mobile Hitz 2206,Maintenance,2025-09-03,,Diagnosing,Tessy Blei,15394.0,699,,True
846,Wiko,Wiko Upulse,Software Issue,2026-01-06,,Received,,0.0,798,,False
847,Samsung,Samsung E215,Troubleshooting,2025-06-03,2025-06-07,Unrepairable,Lorilyn Lofty,0.0,745,,False
848,QMobile,QMobile E990 Sirocco Edition,Maintenance,2026-02-20,2026-02-22,Completed,Jessi Trinder,15077.0,1901,GCash,False
849,Sony,Sony Ericsson Yendo,Hardware Failure,2025-12-04,,Waiting on Parts,Opalina Jeannesson,18110.0,1755,,True
850,Gionee,Gionee S10,Maintenance,2026-02-03,,Received,,8549.0,2665,,False
851,Samsung,Samsung Z105,Hardware Failure,2026-02-24,2026-03-02,Ready for Pickup,Opalina Jeannesson,1215.0,1500,PayPal,True
852,Micromax,Micromax A67 Bolt,Software Issue,2025-09-20,2025-09-27,Completed,Randal O'Conor,0.0,1158,Cash,False
853,LG,LG KM380,Software Issue,2025-07-25,,Diagnosing,Walsh Bartolomeotti,0.0,2092,,True
854,BLU,BLU J2,Software Issue,2025-11-24,,Diagnosing,Dylan Cornwell,0.0,2139,,True
855,LG,LG U880,Hardware Failure,2025-06-10,2025-06-23,Unrepairable,Osbourne O'Connolly,0.0,783,,False
856,Huawei,Huawei G6608,Troubleshooting,2025-09-28,2025-09-29,Ready for Pickup,Abran Scrimshire,19437.0,1178,Debit Card,True
857,Nokia,Nokia 6650 fold,Troubleshooting,2026-03-29,,Repairing,Jessi Trinder,,2915,,True
858,Samsung,Samsung M7500 Emporio Armani,Maintenance,2026-03-03,,Repairing,Roseanne Piddlesden,6880.0,2200,,True
859,Siemens,Siemens ME75,Diagnostic,2025-09-13,,Diagnosing,Juliana Cleminson,9630.0,1600,,False
860,Samsung,Samsung Galaxy Note10 Lite,Software Issue,2025-11-13,2025-11-14,Unrepairable,Idalia Coomer,0.0,569,,True
861,Samsung,Samsung A637,Environmental Damage,2025-06-02,,Repairing,Randal O'Conor,8999.0,1575,,False
862,LG,LG G Flex2,Hardware Failure,2025-11-17,,Received,,3407.0,2191,,True
863,Nokia,Nokia 7373,Environmental Damage,2025-07-30,,Repairing,Tessy Blei,,2737,,False
864,Panasonic,Panasonic GD90,Hardware Failure,2026-02-15,2026-02-22,Completed,Roseanne Piddlesden,134.0,1816,Credit Card,False
865,Samsung,Samsung S720i,Environmental Damage,2025-10-27,,Received,Osbourne O'Connolly,3886.0,1829,,True
866,Nokia,Nokia X2 Dual SIM,Environmental Damage,2025-07-01,2025-07-07,Completed,Osbourne O'Connolly,6429.0,2208,,True
867,Apple,Apple iPhone SE,Environmental Damage,2025-07-24,,Repairing,Lorilyn Lofty,5396.0,2509,,True
868,Nokia,Nokia E50,Environmental Damage,2025-09-19,2025-09-22,Ready for Pickup,Florance Cartmill,3269.0,1124,PayPal,False
869,Samsung,Samsung :) Smiley,Hardware Failure,2025-11-04,2025-11-09,Ready for Pickup,Florance Cartmill,18733.0,1865,PayPal,True
870,LG,LG GS190,Hardware Failure,2026-04-12,,Received,Randal O'Conor,3503.0,2977,,True
871,Gionee,Gionee Pioneer P2,Maintenance,2025-07-15,,Received,Opalina Jeannesson,18394.0,826,,False
872,Micromax,Micromax Q3,Hardware Failure,2026-04-29,,Diagnosing,Jessi Trinder,144.0,1778,,True
873,verykool,verykool S815,Environmental Damage,2025-08-27,,Waiting on Parts,Idalia Coomer,4710.0,1963,,False
874,Motorola,Motorola Moto G Dual SIM (2nd gen),Software Issue,2025-05-03,,Diagnosing,Osbourne O'Connolly,0.0,2653,,False
875,Samsung,Samsung S7330,Troubleshooting,2025-05-18,2025-05-19,Completed,Jessi Trinder,327.0,1003,Debit Card,True
876,Samsung,Samsung Galaxy Grand 2,Maintenance,2025-11-13,,Waiting on Parts,Jessi Trinder,9776.0,937,,False
877,LG,LG GX300,Maintenance,2025-05-18,,Repairing,Chrissy Rudsdell,8903.0,1405,,False
878,Asus,Asus Z801,Troubleshooting,2025-11-18,,Received,,19524.0,2450,,False
879,Acer,Acer Iconia A1-830,Troubleshooting,2026-03-19,,Received,,,2338,,False
880,Benefon,Benefon Twin+,Environmental Damage,2025-09-24,,Waiting on Parts,Calhoun Taye,348.0,822,,True
881,Oppo,Oppo Reno4 SE,Diagnostic,2026-03-21,,Received,,,2060,,False
882,Lenovo,Lenovo A526,Maintenance,2026-01-12,,Diagnosing,Juliana Cleminson,7184.0,1740,,True
883,HTC,HTC One XC,Hardware Failure,2025-10-10,,Repairing,Florance Cartmill,9275.0,1707,,True
884,Qtek,Qtek 8080,Environmental Damage,2025-12-06,,Diagnosing,Florance Cartmill,18033.0,2472,,True
885,BenQ-Siemens,BenQ-Siemens SL91,Diagnostic,2025-12-11,,Repairing,Selene Clace,1514.0,2556,,True
886,Samsung,Samsung S5500 Eco,Diagnostic,2025-10-14,,Diagnosing,Florance Cartmill,7554.0,796,,True
887,Gionee,Gionee Gpad G4,Troubleshooting,2025-08-21,,Repairing,Idalia Coomer,7090.0,876,,True
888,Siemens,Siemens CXT65,Hardware Failure,2026-02-05,2026-02-10,Ready for Pickup,Chrissy Rudsdell,,946,,False
889,Samsung,Samsung P220,Software Issue,2025-11-09,2025-11-22,Unrepairable,Dylan Cornwell,0.0,650,,False
890,LG,LG W10 Alpha,Software Issue,2025-07-29,2025-08-07,Unrepairable,Lorilyn Lofty,0.0,603,,False
891,Xiaomi,Xiaomi Redmi 8A Pro,Software Issue,2025-12-09,,Repairing,Walsh Bartolomeotti,0.0,1416,,False
892,Yezz,Yezz Andy 3G 2.8 YZ11,Maintenance,2026-02-12,,Repairing,Lorilyn Lofty,13486.0,1623,,False
893,Tecno,Tecno Spark 6 Go,Troubleshooting,2025-06-05,,Received,Abran Scrimshire,19358.0,687,,True
894,Micromax,Micromax Canvas Xpress 2 E313,Hardware Failure,2025-07-22,,Repairing,Lorilyn Lofty,4054.0,2658,,False
895,Philips,Philips V526,Maintenance,2025-10-09,,Repairing,Walsh Bartolomeotti,7295.0,832,,True
896,Amoi,Amoi CMA8170,Diagnostic,2026-03-17,2026-03-27,Unrepairable,Tessy Blei,0.0,570,,False
897,Lenovo,Lenovo A185,Troubleshooting,2026-02-10,,Diagnosing,Idalia Coomer,12686.0,2081,,True
898,Motorola,Motorola W215,Troubleshooting,2025-07-09,,Received,,4884.0,961,,False
899,Celkon,Celkon C770N,Software Issue,2025-11-16,2025-11-28,Unrepairable,Florance Cartmill,0.0,755,,True
900,Huawei,Huawei Y9 (2018),Software Issue,2025-10-06,2025-10-07,Unrepairable,Chrissy Rudsdell,0.0,761,,True
901,Lava,Lava X3,Hardware Failure,2025-08-25,,Repairing,Selene Clace,,2433,,True
902,LG,LG KE990 Viewty,Maintenance,2025-08-02,,Received,Chrissy Rudsdell,,1906,,True
903,Celkon,Celkon CT 7,Software Issue,2025-07-23,,Received,Dylan Cornwell,0.0,1057,,False
904,Sagem,Sagem Puma Phone,Hardware Failure,2025-08-08,,Repairing,Dylan Cornwell,766.0,2344,,True
905,Samsung,Samsung Galaxy S5 LTE-A G906S,Diagnostic,2025-05-04,2025-05-12,Ready for Pickup,Osbourne O'Connolly,13251.0,1168,,True
906,Motorola,Motorola MILESTONE 3 XT860,Maintenance,2025-10-23,,Received,Selene Clace,17635.0,2284,,True
907,alcatel,alcatel Pop 2 (5),Maintenance,2025-12-19,,Received,,8033.0,674,,True
